vertical_hip_velocity,lateral_trunk_flexion_angle,transverse_rotation_proxy,right_knee_angle,right_shoulder_abduction,right_elbow_angle,right_wrist_y_rel_hip_y,right_forearm_swing_path,left_knee_angle,left_shoulder_abduction,left_elbow_angle,left_wrist_y_rel_hip_y,left_forearm_swing_path,shot
0.1759654453823032,179.19470674835713,1.3900005943347795,175.27052603500468,165.76254702096153,143.19356441364752,-0.0686695726055537,113.37427585895671,170.9849779177799,160.99882932815282,158.48214293628754,-0.11692730690914617,88.28860685977746,neutral
-0.35095269339407764,178.77510593968682,1.3770631927692187,173.82363432022254,165.82797347806508,136.85433691018125,-0.0950550949915452,120.19853062819705,169.61094711182568,162.6594746156786,155.03880465022203,-0.09795160696464554,83.60422409485673,neutral
-0.9558419363837913,178.59654843284275,1.3607474655960912,172.58646637824356,165.87565953485077,131.81738803859528,-0.13996721455020728,125.46172306341299,170.66297937056603,162.636970380887,148.1594767838222,-0.12628356614821326,76.92595797009272,neutral
-0.6100664411272305,177.9329841425931,1.3455560284004024,172.91831398923995,166.00911909859687,130.0746223195425,-0.13217388413340422,128.00151263646137,172.96987584245198,163.66110362954635,141.52953775453457,-0.14248394271845632,69.93544998239517,neutral
-0.3635055541992074,177.50611695014774,1.3302299131335023,173.93634071021302,166.70495009923204,125.81988594927671,-0.16279834282328112,133.37894719980756,175.8229921246708,164.5207520615586,137.63613695617522,-0.17016300898926653,65.60926794446885,neutral
-0.3213851928711051,177.32721637650988,1.3206745447411354,175.79104060193666,168.08890792625218,124.80366286347216,-0.171727054975084,135.9580286862702,179.8021947542504,164.12713147210232,123.1852511893923,-0.22442900071517427,51.73090334078019,neutral
0.17481885637556616,177.46919462920252,1.3125650409399505,176.02594728844178,168.36249743234256,118.36468632954681,-0.21700927014180948,142.52861647359327,177.35301378997826,163.66538735225564,111.90166649527588,-0.26452147376472857,40.76708451381777,neutral
0.24330880301340585,177.54042441824785,1.3124762118197724,177.76437935307294,167.93287456492922,117.93421739767074,-0.24098378222654535,142.4582327490106,175.26194913252857,164.22943488850615,100.02651664201291,-0.30894318863855647,28.25665733525885,neutral
0.3167813982282155,178.05527066639226,1.3105026416178813,178.77225976215206,168.90930596705985,117.7410280123795,-0.24107800859471948,143.11300728828806,175.24572039106684,165.03882497365288,100.13215797070973,-0.3011307882787736,27.038062330664648,neutral
-0.26197248186383604,178.96432423574905,1.3184023112076646,176.8612144868855,170.367159641161,111.12873583195832,-0.265332732207382,150.27409957345378,175.64850527925327,162.98553316810185,88.86295223748301,-0.34288170775293353,16.913094833632226,neutral
-0.9891278948102524,179.03080174861478,1.3173440776195602,178.15533836447258,170.67231627251167,109.7109244232561,-0.289903540309912,151.930590100641,178.1095298504571,164.53310131876137,99.7049974571715,-0.311282303621891,26.141094389795647,neutral
