vertical_hip_velocity,lateral_trunk_flexion_angle,transverse_rotation_proxy,right_knee_angle,right_shoulder_abduction,right_elbow_angle,right_wrist_y_rel_hip_y,right_forearm_swing_path,left_knee_angle,left_shoulder_abduction,left_elbow_angle,left_wrist_y_rel_hip_y,left_forearm_swing_path,shot
1.7196568080357792,156.7426562835601,1.7363080000719433,111.72416260345263,32.909745729157166,157.4351379718329,-1.8329836929953975,77.08753998455018,102.64088991511258,175.51091534632167,85.83304257742275,-0.5435498354237628,148.08661420730445,l_serve
-0.5070757184707873,155.34131184618974,1.8746514577887832,113.80563847237984,42.03647325405158,150.35314903771186,-1.8136710044338231,77.73093413795316,95.28943415557009,179.86461879370063,83.18142357562373,-0.6199248978546855,148.38735421551453,l_serve
-3.199050903320142,154.86731259271977,1.9005693301279458,115.99820397855197,41.68077471278001,152.03738776826853,-1.8156412483504307,78.58547507376831,96.96990590325755,175.33911947885247,73.23881177479105,-0.6812373883202186,142.76700488865848,l_serve
-1.7461233956472597,153.2832865605894,1.9495169848680516,118.23189970342335,45.0716885689856,151.23874731551166,-1.8103775097243318,79.59372244508667,95.64523139837374,171.43876829139788,54.47047213327063,-0.8266498197395052,126.31499040246221,l_serve
1.006719970703159,155.4602447551662,1.8678161007783285,112.89109623542598,50.40479608924305,154.80218212007395,-1.8216533360142386,90.66722296448319,96.04156378767681,146.76491356105444,70.0068667088393,-1.0474864291376207,102.23202502505993,l_serve
-0.7191794259207995,155.60617678649137,1.8282830823497822,110.86391417919475,55.574910800061076,162.8961099367988,-1.8002397279522928,104.0771975233512,92.58734529030706,126.04116444274473,93.86546845752083,-1.1842359532739912,105.5128096867569,l_serve
-5.293908691406273,155.44211912454202,1.8271282067943175,108.67087650221268,44.30665064877887,163.80572575779019,-1.9764633602683337,93.55449553111104,95.71383154842214,135.91037358373546,71.24644781775767,-1.084162725690162,92.59894052603512,l_serve
-5.64248918805805,155.31304808663805,2.085493194526988,113.96667721204629,47.739265111089374,163.61897584770708,-1.9798903242416748,96.67128904543445,94.97501669688333,166.01322426237056,21.62872573138883,-0.9184934677878988,100.92854955565633,l_serve
-6.863696725027921,153.52551630938473,2.1403720448447134,119.6613972111,50.69079294524144,168.2661307989257,-1.9737058858009278,102.48244005355183,96.56233117385216,153.75907366287205,20.634541084541638,-0.8674875742402167,110.40098373105434,l_serve
-12.79895542689735,153.70793347335064,2.3843550002058023,134.2261235591953,67.56118523270733,163.74097176957423,-1.9236384956008992,115.0100904756322,107.55527012640341,170.7818109963571,26.790776161999165,-0.8266038376680622,99.71689863899265,l_serve
