vertical_hip_velocity,lateral_trunk_flexion_angle,transverse_rotation_proxy,right_knee_angle,right_shoulder_abduction,right_elbow_angle,right_wrist_y_rel_hip_y,right_forearm_swing_path,left_knee_angle,left_shoulder_abduction,left_elbow_angle,left_wrist_y_rel_hip_y,left_forearm_swing_path,shot
13.572150094168705,176.23439765185088,1.1438348013239261,151.56731163455532,161.77722720473068,81.09615157165179,-0.3433340841397161,166.91547328492976,153.8883746937175,161.23267279406062,62.45259103289946,-0.3817534636414735,12.54568410931026,r_forehand
10.140057155064369,177.57340409154585,1.1991433676148602,160.57098486549435,160.1997221100631,103.9939529701723,-0.20674050812011752,143.77917323143652,154.9624702137655,157.11193804431338,63.3640502843209,-0.40895671865591465,6.174483668446679,r_forehand
4.603256225586051,178.46248159752318,1.2038775148809644,164.53146575612286,162.77076616359474,98.78261546553811,-0.2560760542927145,152.45063229557974,151.607189717967,158.63319255765688,47.18603185524314,-0.5080340592025187,22.98467910489061,r_forehand
0.9148890904018003,178.95668562687564,1.193648046173555,173.06519302977483,164.022860557186,91.8988312143338,-0.31416588965222497,163.1673437159767,153.78908491844726,166.1315492457833,62.03106043380952,-0.5160788815339901,13.057174438849255,r_forehand
-1.7618586948939878,176.2575817134192,1.1563993837154523,174.84545587519642,161.4913955567425,10.188602103286566,-0.5885203308572777,114.95478825996325,158.1966407132188,163.06977094238158,100.7963928138089,-0.6314274321790811,2.391417957228569,r_forehand
-4.73711068289623,174.15946840127722,1.11442950288026,155.839776018705,160.38284084402122,61.4556685614287,-0.4927441974474371,42.320958995827304,165.79902482187128,151.06587951387735,117.93586989212561,-0.543127835811236,4.8422810047256775,r_forehand
-7.2353942871093295,170.51282441213573,1.067139423871264,145.48683017949708,157.1096746897014,92.47334719855073,-0.42174780240072596,10.929802523883648,179.2391137972301,142.60346399814716,124.30365743609654,-0.4873323223446699,6.39429702210802,r_forehand
-6.228837367466497,168.58992866028186,1.072680834616756,140.25693252443912,150.0802637523978,105.39161458312236,-0.3871626337887129,3.118050324761738,169.78034711935373,135.86790379227588,131.19899716378387,-0.4742600258969641,8.476972295777928,r_forehand
-3.8622153145926745,167.35539577417327,1.083292363262748,134.0512062826311,142.33157958814138,121.26296566694403,-0.3241041003899899,6.2391494809121255,164.0670200168172,125.75268971357664,143.95508707927476,-0.44917092261903274,12.352381018678141,r_forehand
-3.9925415039062386,166.84045511128784,1.0884583887574697,136.062918662191,134.6377740886912,143.08320976095297,-0.2764584372554537,20.880528738356364,159.77519071014888,126.30668472997424,145.55424559779345,-0.4046463155178818,15.020475216479877,r_forehand
-6.3958234514508945,162.4157868623857,1.0985721326037787,139.77468619913896,136.2256203716559,135.59813836180615,-0.23284925959659622,19.40797187107638,169.02541752369473,125.60191388402261,144.97349933356784,-0.3565879146298425,18.15962635520474,r_forehand
-7.596407645089357,164.68201712973715,1.1446866208463709,141.54803409591668,128.41542581263477,154.70535336948726,-0.20243722375524836,28.438762052384885,164.27080187946146,119.7811224122266,154.73147908752034,-0.4098892069229374,19.83058437000979,r_forehand
-5.825996616908469,169.48224333360872,1.366706576127332,147.02567739136393,129.06716652642132,162.42899936993663,-0.21277628074077065,32.01392256274921,165.16919610819295,56.06432384072715,83.21356489178586,-1.4770149289294543,38.76013206612171,r_forehand
-4.368044172014493,169.6853717086441,1.4582948929207065,145.8743276202318,138.18537686275053,147.2707266025862,-0.26875791013199035,25.770731756692612,164.93585033345198,103.97591613001366,124.35426421982102,-1.1052253705387398,128.0155520584788,r_forehand
-4.95342843191969,169.4394663591016,1.4397310326758639,137.7234364060762,142.62009980342663,138.77677108562736,-0.30419405798810717,21.957404529952328,168.21712861854328,106.70628636126877,167.43419066047687,-1.0242970173139836,173.57994338084723,r_forehand
-3.6343505859374545,169.63808359570092,1.5050468456400288,148.37500902841708,133.9810570110013,134.8674229041652,-0.5245942899179258,9.210396319465584,163.64546405703226,109.96513081127954,143.83014092840023,-1.0815866552535702,153.4333553353807,r_forehand
1.979117693219905,171.66933703275103,1.5330220744632483,150.9226747662936,97.49834197463657,104.21796397269793,-1.0950659634832887,59.953031085416534,159.98600499938246,97.06932589245486,122.7230698173495,-1.2279809344399077,121.46173274255538,r_forehand
6.931863839285711,175.72877439193894,1.5070698713635717,141.54369526272205,24.728360822980086,137.54744093081965,-1.3352506200737304,103.45297263813913,151.16318375512185,91.05039576869544,103.56591171256045,-1.2151820072070914,100.34508187319474,r_forehand
8.513316127232144,178.98446665955214,1.4747280728040262,137.29976293450997,85.28800483708329,132.95498944508418,-1.3797078076468425,127.2274609417194,161.6886749688077,81.68283712293142,105.46923909716726,-1.3296344228529302,96.13654287965059,r_forehand
7.045685686383877,179.24804076178629,1.5132000846872624,128.74226776269947,65.71592594978279,153.2694301053863,-1.389771212741524,129.73731529338312,147.25070937727193,78.79866883533877,95.47087454710417,-1.3157251680677948,85.021502620657,r_forehand
